name;nodes
Alternativa Popolare - Centristi per l'Europa - NCD-17;BIANCONI Laura,SACCONI Maurizio,SCHIFANI Renato,BIANCONI Laura,BIANCONI Laura,MARINO Luigi,BIANCONI Laura,CHIAVAROLI Federica,DI GIACOMO Ulisse,PAGANO Pippo,MANCUSO Bruno,AIELLO Piero,ALBERTINI Gabriele,ANITORI Fabiola,AUGELLO Andrea,AZZOLLINI Antonio,BILARDI Giovanni,BONAIUTI Paolo,CARIDI Antonio Stefano,CASINI Pier Ferdinando,CASSANO Massimo,CHIAVAROLI Federica,COLUCCI Francesco,COMPAGNA Luigi,CONTE Franco,D'ALI' Antonio,D'ASCOLA Nico,DALLA TOR Mario,DE POLI Antonio,DI BIAGIO Aldo,DI GIACOMO Ulisse,ESPOSITO Giuseppe,FORMIGONI Roberto,GENTILE Antonio,GIOVANARDI Carlo,GUALDANI Marcello,LANGELLA Pietro,MANCUSO Bruno,MARGIOTTA Salvatore,MARINELLO Giuseppe Francesco Maria,MARINO Luigi,NACCARATO Paolo,PAGANO Pippo,QUAGLIARIELLO Gaetano,ROSSI Luciano,SACCONI Maurizio,SCHIFANI Renato,TORRISI Salvatore,VICARI Simona,VICECONTE Guido
Noi con l'Italia-17;SCAVONE Antonio,TARQUINIO Lucio,BISINELLA Patrizia,TARQUINIO Lucio,BELLOT Raffaela,BRUNI Francesco,D'AMBROSIO LETTIERI Luigi,DI MAGGIO Salvatore Tito,LIUZZI Pietro,MUNERATO Emanuela,PERRONE Luigi,SCAVONE Antonio,ZIZZA Vittorio
Scelta Civica per l'Italia-17;SUSTA Gianluca,MARAN Alessandro,GIANNINI Stefania,DALLA ZUANNA Gianpiero,DELLA VEDOVA Benedetto,ICHINO Pietro,LANZILLOTTA Linda,MONTI Mario
Forza Italia Berlusconi Presidente-UDC-18;BERNINI Anna Maria,MALAN Lucio,GALLIANI Adriano,GALLONE Maria Alessandra,GIAMMANCO Gabriella,LONARDO Alessandrina,MALLEGNI Massimo,MANGIALAVORI Giuseppe Tommaso Vincenzo,MOLES Giuseppe,RIZZOTTI Maria,RONZULLI Licia,PICHETTO FRATIN Gilberto,AIMI Enrico,ALBERTI CASELLATI Maria Elisabetta,ALDERISI Francesca,BARACHINI Alberto,BARBONI Antonio,BATTISTONI Francesco,BERARDI Roberto,BERUTTI Massimo Vittorio,BIASOTTI Sandro Mario,BINETTI Paola,BOCCARDI Michele,CALIENDO Giacomo,CALIGIURI Fulvia Michela,CANGINI Andrea,CARBONE Vincenzo,CAUSIN Andrea,CESARO Luigi,CONZATTI Donatella,CRAXI Stefania Gabriella Anastasia,DAL MAS Franco,DAMIANI Dario,DE POLI Antonio,DE SIANO Domenico,FANTETTI Raffaele,FAZZONE Claudio,FERRO Massimo,FLORIS Emilio,GALLIANI Adriano,GALLONE Maria Alessandra,GASPARRI Maurizio,GHEDINI Niccolo',GIAMMANCO Gabriella,GIRO Francesco Maria,LONARDO Alessandrina,MALAN Lucio,MALLEGNI Massimo,MANGIALAVORI Giuseppe Tommaso Vincenzo,MASINI Barbara,MESSINA Alfredo,MINUTO Anna Carmela,MODENA Fiammetta,MOLES Giuseppe,PAGANO Nazario,PAPATHEU Urania Giulia Rosina,PAROLI Adriano,PEROSINO Marco,PICHETTO FRATIN Gilberto,QUAGLIARIELLO Gaetano,RIZZOTTI Maria,ROMANI Paolo,RONZULLI Licia,ROSSI Mariarosaria,SACCONE Antonio,SCHIFANI Renato,SCIASCIA Salvatore,SERAFINI Giancarlo,SICLARI Marco,STABILE Laura,TESTOR Elena,TIRABOSCHI Maria Virginia,TOFFANIN Roberta,VITALI Luigi
Fratelli d'Italia-18;BERTACCO Stefano,CIRIANI Luca,RAUTI Isabella,BALBONI Alberto,BARBARO Claudio,BERTACCO Stefano,CALANDRINI Nicola,CIRIANI Luca,DE BERTOLDI Andrea,DE CARLO Luca,DRAGO Tiziana Carmela Rosaria,FAZZOLARI Giovanbattista,GARNERO SANTANCHE' Daniela,IANNONE Antonio,LA PIETRA Patrizio Giacomo,LA RUSSA Ignazio,MAFFONI Gianpietro,MAGONI Lara,MALAN Lucio,MARSILIO Marco,NASTRI Gaetano,PETRENGA Giovanna,RAUTI Isabella,RUSPANDINI Massimo,STANCANELLI Raffaele,TOTARO Achille,URSO Adolfo,ZAFFINI Francesco
Lega-Salvini Premier-Partito Sardo d'Azione-18;CENTINAIO Gian Marco,ROMEO Massimiliano,CANDIANI Stefano,TOSATO Paolo,BORGONZONI Lucia,FAGGI Antonella,MONTANI Enrico,PUCCIARELLI Stefania,SAPONARA Maria,SOLINAS Christian,STEFANI Erika,CANDIANI Stefano,BORGHESI Stefano,ALESSANDRINI Valeria,ARRIGONI Paolo,AUGUSSORI Luigi,BAGNAI Alberto,BARBARO Claudio,BERGESIO Giorgio Maria,BONFRISCO Anna Cinzia,BONGIORNO Giulia,BORGHESI Stefano,BORGONZONI Lucia,BOSSI Simone,BOSSI Umberto,BRIZIARELLI Luca,BRUZZONE Francesco,CALDEROLI Roberto,CAMPARI Maurizio,CANDIANI Stefano,CANDURA Massimo,CANTU' Maria Cristina,CASOLATI Marzia,CENTINAIO Gian Marco,CORTI Stefano,DE VECCHIS William,DORIA Carlo,FAGGI Antonella,FERRERO Roberta,FREGOLENT Sonia,FUSCO Umberto,GRASSI Ugo,IWOBI Tony Chike,LUCIDI Stefano,LUNESU Michelina,MARIN Raffaella Fiormaria,MARTI Roberto,MINASI Tilde,MOLLAME Francesco,MONTANI Enrico,NISINI Tiziana,OSTELLARI Andrea,PAPAEVANGELIU Kristalia Rachele,PAZZAGLINI Giuliano,PELLEGRINI Emanuele,PEPE Pasquale,PERGREFFI Simona,PIANASSO Cesare,PILLON Simone,PIROVANO Daisy,PISANI Pietro,PITTONI Mario,PIZZOL Nadia,PUCCIARELLI Stefania,RICCARDI Alessandra,RIPAMONTI Paolo,RIVOLTA Erica,ROMEO Massimiliano,RUFA Gianfranco,SALVINI Matteo,SAPONARA Maria,SAVIANE Paolo,SBRANA Rosellina,SIRI Armando,SOLINAS Christian,STEFANI Erika,SUDANO Valeria,TESEI Donatella,TESTOR Elena,TOSATO Paolo,URRARO Francesco,VALLARDI Gianpaolo,VESCOVI Manuel,ZULIANI Cristiano
MoVimento 5 Stelle-18;CASTELLONE Maria Domenica,LICHERI Ettore Antonio,PATUANELLI Stefano,PERILLI Gianluca,TONINELLI Danilo,CIOFFI Andrea,CRIMI Vito Claudio,GARRUTI Vincenzo,MAIORINO Alessandra,PERILLI Gianluca,CASTELLONE Maria Domenica,CATALFO Nunzia,CORRADO Margherita,D'ANGELO Grazia,DI NICOLA Primo,FERRARA Gianluca,FLORIDIA Barbara,LOMUTI Arnaldo,LOREFICE Pietro,MAIORINO Alessandra,MORONESE Vilma,PATUANELLI Stefano,PELLEGRINI Marco,PERILLI Gianluca,PESCO Daniele,SANTILLO Agostino,CASTALDI Gianluca,DELL'OLIO Gianmauro,FLORIDIA Barbara,GAUDIANO Felicia,LANZI Gabriele,LEONE Cinzia,LUPO Giulia,MANTOVANI Maria Laura,PAVANELLI Emma,PUGLIA Sergio,RICCARDI Alessandra,SANTANGELO Vincenzo,TRENTACOSTE Fabrizio,CATALFO Nunzia,FENU Emiliano,GALLICCHIO Agnese,LUCIDI Stefano,PIRRO Elisa,ABATE Rosa Silvana,ACCOTO Rossella,AGOSTINELLI Donatella,AIROLA Alberto,ANASTASI Cristiano,ANGRISANI Luisa,AUDDINO Giuseppe,BOGO DELEDDA Vittoria Francesca Maria,BOTTICI Laura,BOTTO Elena,CAMPAGNA Antonella,CASTALDI Gianluca,CASTELLONE Maria Domenica,CASTIELLO Francesco,CATALFO Nunzia,CIAMPOLILLO Lello,CIOFFI Andrea,COLTORTI Mauro,CORBETTA Gianmarco,CORRADO Margherita,CRIMI Vito Claudio,CROATTI Marco,CRUCIOLI Mattia,D'ANGELO Grazia,DE BONIS Saverio,DE FALCO Gregorio,DE LUCIA Danila,DELL'OLIO Gianmauro,DESSI' Emanuele,DI GIROLAMO Gabriella,DI MARZIO Luigi,DI MICCO Fabio,DI NICOLA Primo,DI PIAZZA Stanislao,DONNO Daniela,DRAGO Tiziana Carmela Rosaria,ENDRIZZI Giovanni,EVANGELISTA Elvira Lucia,FATTORI Elena,FEDE Giorgio,FENU Emiliano,FERRARA Gianluca,FLORIDIA Barbara,GALLICCHIO Agnese,GARRUTI Vincenzo,GAUDIANO Felicia,GIANNUZZI Silvana,GIARRUSSO Mario Michele,GIROTTO Gianni Pietro,GRANATO Bianca Laura,GRASSI Ugo,GUIDOLIN Barbara,L'ABBATE Patty,LA MURA Virginia,LANNUTTI Elio,LANZI Gabriele,LEONE Cinzia,LEZZI Barbara,LICHERI Ettore Antonio,LOMUTI Arnaldo,LOREFICE Pietro,LUCIDI Stefano,LUPO Giulia,MAIORINO Alessandra,MANTERO Matteo,MANTOVANI Maria Laura,MARILOTTI Gianni,MARINELLO Gaspare Antonio,MATRISCIANO Susy,MAUTONE Raffaele,MININNO Cataldo,MOLLAME Francesco,MONTEVECCHI Michela,MORONESE Vilma,MORRA Nicola,NATURALE Gisella,NOCERINO Simona Nunzia,NUGNES Paola,ORTIS Fabrizio,ORTOLANI Franco,PACIFICO Marinella,PARAGONE Gianluigi,PATUANELLI Stefano,PAVANELLI Emma,PELLEGRINI Marco,PERILLI Gianluca,PESCO Daniele,PETROCELLI Vito Rosario,PIARULLI Angela Anna Bruna,PIRRO Elisa,PISANI Giuseppe,PRESUTTO Vincenzo,PUGLIA Sergio,QUARTO Ruggiero,RICCARDI Alessandra,RICCIARDI Sabrina,ROMAGNOLI Sergio,ROMANO Iunio Valerio,RUSSO Loredana,SANTANGELO Vincenzo,SANTILLO Agostino,SILERI Pierpaolo,TAVERNA Paola,TONINELLI Danilo,TRENTACOSTE Fabrizio,TURCO Mario,URRARO Francesco,VACCARO Sergio,VANIN Orietta,VONO Gelsomina
Partito Democratico-18;MALPEZZI Simona Flavia,MARCUCCI Andrea,FERRARI Alan,MIRABELLI Franco,BITI Caterina,MALPEZZI Simona Flavia,MIRABELLI Franco,PITTELLA Gianni,STEFANO Dario,VALENTE Valeria,BINI Caterina,CIRINNA' Monica,D'ARIENZO Vincenzo,FERRARI Alan,COLLINA Stefano,ALFIERI Alessandro,ASTORRE Bruno,BELLANOVA Teresa,BINI Caterina,BITI Caterina,BOLDRINI Paola,BONIFAZI Francesco,CERNO Tommaso,CIRINNA' Monica,COLLINA Stefano,COMINCINI Eugenio,CUCCA Giuseppe Luigi Salvatore,D'ALFONSO Luciano,D'ARIENZO Vincenzo,FARAONE Davide,FEDELI Valeria,FERRARI Alan,FERRAZZI Andrea,GARAVINI Laura,GIACOBBE Francesco,GINETTI Nadia,GRIMANI Leonardo,IORI Vanna,LAUS Mauro Antonio Donato,MAGORNO Ernesto,MALPEZZI Simona Flavia,MANCA Daniele,MARCUCCI Andrea,MARGIOTTA Salvatore,MARILOTTI Gianni,MARINO Mauro Maria,MESSINA Assuntela,MIRABELLI Franco,MISIANI Antonio,NANNICINI Tommaso,PARENTE Annamaria,PARRINI Dario,PATRIARCA Edoardo,PINOTTI Roberta,PITTELLA Gianni,PORTA Fabio,RAMPI Roberto,RENZI Matteo,RICHETTI Matteo,ROJC Tatjana,ROSSOMANDO Anna,SBROLLINI Daniela,STEFANO Dario,SUDANO Valeria,TARICCO Mino,VALENTE Valeria,VATTUONE Vito,VERDUCCI Francesco,ZANDA Luigi
Per le Autonomie (SVP-PATT, UV)-18;UNTERBERGER Julia,STEGER Dieter,LANIECE Albert,LANIECE Albert,DURNWALDER Meinhard,BRESSA Gianclaudio,CASINI Pier Ferdinando,CATTANEO Elena,DURNWALDER Meinhard,LANIECE Albert,MARILOTTI Gianni,NAPOLITANO Giorgio,STEGER Dieter
Misto-18;DE PETRIS Loredana,BUCCARELLA Maurizio,NENCINI Riccardo,BONINO Emma,ABATE Rosa Silvana,ANGRISANI Luisa,BARBARO Claudio,BERUTTI Massimo Vittorio,BIASOTTI Sandro Mario,BONINO Emma,BOTTO Elena,BUCCARELLA Maurizio,CARIO Adriano,CAUSIN Andrea,CERNO Tommaso,CIAMPOLILLO Lello,CORRADO Margherita,CRUCIOLI Mattia,DE BONIS Saverio,DE FALCO Gregorio,DESSI' Emanuele,DI MARZIO Luigi,DI MICCO Fabio,DRAGO Tiziana Carmela Rosaria,ERRANI Vasco,FANTETTI Raffaele,FATTORI Elena,GIANNUZZI Silvana,GIARRUSSO Mario Michele,GRANATO Bianca Laura,GRASSO Pietro,GRIMANI Leonardo,LA MURA Virginia,LAFORGIA Francesco,LANNUTTI Elio,LEZZI Barbara,LONARDO Alessandrina,MANTERO Matteo,MARILOTTI Gianni,MARTELLI Carlo,MERLO Ricardo Antonio,MININNO Cataldo,MOLLAME Francesco,MONTI Mario,MORONESE Vilma,MORRA Nicola,NUGNES Paola,ORTIS Fabrizio,PACIFICO Marinella,PARAGONE Gianluigi,QUAGLIARIELLO Gaetano,RICHETTI Matteo,ROMANI Paolo,ROSSI Mariarosaria,RUOTOLO Sandro,SBRANA Rosellina,SEGRE Liliana
Europeisti-MAIE-Centro Democratico-18;FANTETTI Raffaele,CAUSIN Andrea,DE BONIS Saverio,DE FALCO Gregorio,BUCCARELLA Maurizio,BUCCARELLA Maurizio,CARIO Adriano,DE BONIS Saverio,DE FALCO Gregorio,MARILOTTI Gianni,MERLO Ricardo Antonio,ROJC Tatjana,ROSSI Mariarosaria
Italia Viva - P.S.I.-18;FARAONE Davide,GARAVINI Laura,CUCCA Giuseppe Luigi Salvatore,NENCINI Riccardo,SBROLLINI Daniela,BONIFAZI Francesco,BELLANOVA Teresa,BONIFAZI Francesco,CARBONE Vincenzo,COMINCINI Eugenio,CONZATTI Donatella,CUCCA Giuseppe Luigi Salvatore,EVANGELISTA Elvira Lucia,FARAONE Davide,GARAVINI Laura,GINETTI Nadia,GRIMANI Leonardo,MAGORNO Ernesto,MARINO Mauro Maria,NENCINI Riccardo,PARENTE Annamaria,RENZI Matteo,SBROLLINI Daniela,SUDANO Valeria,VONO Gelsomina
